,song,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
157,L.A.,Brent Faiyaz,spotify:track:3phwC9mMlIwLuTuhReiYia,0.693,0.278,-11.715,0.114,0.79,0.0,0.366,0.862,85.076,2
158,All I Want,Brent Faiyaz,spotify:track:3JtlNOV0Huz9O9Ten4cUXV,0.461,0.653,-8.617,0.327,0.158,0.0,0.197,0.588,81.628,6
159,Burn One (Interlude),Brent Faiyaz,spotify:track:6WgkOAIOPoumdilSCdYFPB,0.679,0.281,-15.506,0.184,0.873,0.00335,0.215,0.234,74.996,2
160,Come Through and Chill (feat. J. Cole & Salaam Remi),Miguel,spotify:track:1m8WpLYXEiNVZchsWEcCSy,0.614,0.591,-6.919,0.0651,0.527,0.0,0.111,0.481,120.04,2
161,Fuck The World (Summer in London),Brent Faiyaz,spotify:track:2CzUlaKN1mvb0szagSR3ux,0.559,0.578,-9.54,0.151,0.79,0.000522,0.324,0.239,79.938,2
162,Skin,Mac Miller,spotify:track:1eDS8ii1utvj0PjfQLrDb4,0.716,0.568,-8.904,0.212,0.278,1.98e-06,0.385,0.905,136.894,3
163,Boredom (feat. Rex Orange County & Anna of the North),"Tyler, The Creator",spotify:track:5WNYg3usc6H8N3MBEp4zVk,0.35,0.621,-6.495,0.233,0.256,3.44e-05,0.613,0.459,83.375,4
164,Sunday (feat. Frank Ocean),Earl Sweatshirt,spotify:track:0fAehaneUJdlSlWXYe1KZp,0.741,0.61,-7.34,0.0511,0.316,0.0,0.534,0.72,125.99,3
165,She,"Tyler, The Creator",spotify:track:0SA0mMXWh23raZ6xzOCU2V,0.608,0.676,-7.56,0.248,0.212,0.0,0.347,0.57,80.939,6
166,Sativa,Jhené Aiko,spotify:track:2pg2TiYo9Rb8KeB5JjP7jS,0.582,0.502,-11.053,0.102,0.259,0.000378,0.16,0.555,85.629,2
167,Heavenly Father,Isaiah Rashad,spotify:track:0qLt7pQhm8LDxFgI0YXdlY,0.372,0.239,-11.314,0.0296,0.856,0.000175,0.168,0.127,113.451,2
168,First World Problemz / Nobody Carez,Brent Faiyaz,spotify:track:042wd4CrF4WTAwiKs0F7Ve,0.54,0.588,-7.719,0.0899,0.354,2.64e-06,0.118,0.478,82.831,1
169,Girl With The Tattoo Enter.lewd,Miguel,spotify:track:1eUGmzzvahJjOSWgDHuRlv,0.404,0.524,-8.996,0.0593,0.0456,0.00316,0.199,0.168,145.74,0
170,Summer in November,SiR,spotify:track:1USFYZrDt86UdqZxuXYHUG,0.649,0.509,-9.502,0.0659,0.181,0.000655,0.932,0.223,99.813,4
171,Escape From LA,The Weeknd,spotify:track:1sOW4PuG5X3Ie3EXUhAopJ,0.701,0.499,-6.237,0.241,0.0233,0.0,0.404,0.605,85.034,6
172,The Beach,Giveon,spotify:track:2Hd7uGbl8PX0IxyX59VFOg,0.714,0.477,-11.561,0.357,0.56,0.000376,0.107,0.618,127.128,6
173,Lyk Dis,NxWorries,spotify:track:6XctgMwCmHKiT64snRdI34,0.584,0.306,-8.401,0.0271,0.52,0.0,0.12,0.096,70.022,2
174,Workin’ Out - A Colors Show,JID,spotify:track:70QT8Tr8gnAEkeLW3WwN3C,0.585,0.597,-7.499,0.037,0.339,0.0404,0.195,0.227,100.051,1
175,Euphoria (feat. Travis Scott & Kaash Paige),Don Toliver,spotify:track:13QU8HBEBaSTZGq1HzQe9S,0.694,0.496,-14.222,0.0329,0.0139,0.00356,0.0644,0.799,103.372,3
176,Reborn,KIDS SEE GHOSTS,spotify:track:4RVbK6cV0VqWdpCDcx3hiT,0.489,0.435,-15.558,0.163,0.0856,3.91e-05,0.113,0.455,175.865,2
177,You Know I'm No Good,Amy Winehouse,spotify:track:0DMRKqrpd0QO4RWiEdMib0,0.583,0.271,-15.866,0.0299,0.545,0.0,0.148,0.235,102.678,2
178,Some Unholy War,Amy Winehouse,spotify:track:5DEitTu33CUjozBijXiLNb,0.546,0.859,-5.966,0.0306,0.00223,0.000947,0.0529,0.645,99.965,3
179,Wake Up Alone,Amy Winehouse,spotify:track:2pxCOdnHEZZ3A1XRNxjc1v,0.747,0.494,-7.957,0.141,0.393,0.0,0.0982,0.624,76.006,2
180,Patience,Tame Impala,spotify:track:2drEUEg0TYQR6dDEHkpuPE,0.55,0.611,-7.475,0.137,0.162,6.88e-05,0.121,0.243,148.062,0
181,Mystery Lady (feat. Don Toliver),Masego,spotify:track:2Ee9amLUslOwgoJWZEpSSD,0.45,0.352,-11.733,0.267,0.649,3.8e-06,0.249,0.408,102.679,2
182,Snowchild,The Weeknd,spotify:track:3WlbeuhfRSqU7ylK2Ui5U7,0.56,0.295,-14.843,0.242,0.649,3.41e-05,0.112,0.246,130.399,2
183,Could've Been (feat. Bryson Tiller),H.E.R.,spotify:track:6oEVnWKgPqIEPc53OYDNqG,0.404,0.564,-7.013,0.0344,0.915,0.00252,0.134,0.371,93.631,2
184,Navy Blue,HASANI,spotify:track:4CAFjRhubtiR8M3z4qbc2W,0.5,0.446,-7.7,0.0338,0.382,4.83e-06,0.159,0.154,86.425,2
185,Privilege,The Weeknd,spotify:track:0Nwar8rweBUyfyuoyjjUvk,0.599,0.295,-8.036,0.0311,0.518,0.208,0.0801,0.162,129.908,2
186,It Will Come Back,Hozier,spotify:track:1iugFsBigGHtRwvFVDG9oo,0.735,0.458,-7.811,0.0326,0.402,0.000116,0.113,0.307,108.005,2
187,Work,Charlotte Day Wilson,spotify:track:5T1xKMA4xA7MDX4EiB8Cup,0.853,0.396,-10.39,0.0409,0.4,0.23,0.104,0.72,97.002,2
188,After All,Charlotte Day Wilson,spotify:track:07qAR21Hd9uSxvq1g4fG8x,0.729,0.571,-9.188,0.0869,0.0774,0.213,0.0994,0.582,81.486,3
189,everything's worth it,iogi,spotify:track:01N0x8m4P4SUren7NBYxQl,0.664,0.332,-7.568,0.0324,0.188,0.0219,0.404,0.374,90.096,2
190,Nightrider,Tom Misch,spotify:track:5TgZ7lOUugOdabBcD9a6ud,0.813,0.35,-7.566,0.0424,0.305,0.0308,0.0951,0.405,123.979,2
191,Another Night,Two Another,spotify:track:5jzjDJEQR1tMdX5ipOGlGZ,0.475,0.285,-13.93,0.117,0.787,0.00162,0.109,0.0902,151.485,2
192,Unwind,Healy,spotify:track:3Ww5yKrZoYAbLs3P4rSZMi,0.479,0.558,-6.074,0.179,0.227,0.0,0.0808,0.8,83.465,3
193,Worse,Snoh Aalegra,spotify:track:5L3BN4BCOhsy72oST6uZKC,0.438,0.634,-7.456,0.337,0.476,0.0,0.113,0.397,203.585,6
194,Sweet Life,Frank Ocean,spotify:track:6MEDfjHxnVNcYmHe3mM6L2,0.621,0.646,-6.043,0.0909,0.0156,0.0,0.446,0.507,154.969,4
195,The Party & The After Party,The Weeknd,spotify:track:0dcf0L6F1LUA1nE2zWH4J2,0.758,0.349,-11.624,0.0433,0.797,0.934,0.0773,0.17,101.836,7
196,Talk Is Cheap,JMSN,spotify:track:1p1iq2npedwN1k112m7UPf,0.657,0.549,-8.215,0.0302,0.143,0.841,0.139,0.313,125.755,5
197,Lies We Told,Fallen Roses,spotify:track:0csL2ngDD3OIdOIiOoHbyP,0.554,0.201,-15.765,0.0983,0.317,0.0,0.106,0.309,136.138,2
198,Boy With a Coin,Iron & Wine,spotify:track:34q2Y1O5zMeuBhX4WYn0aZ,0.504,0.323,-12.442,0.0481,0.382,0.835,0.373,0.453,79.654,7
199,Until Morning - A COLORS SHOW,James Vickery,spotify:track:4FrZouF4ZpEZLHerxvqGpO,0.445,0.468,-8.106,0.0702,0.524,0.000849,0.112,0.444,87.803,2
200,Summer Madness,Khruangbin,spotify:track:7fpiYh33Xph4OPj8gS8jL0,0.645,0.571,-9.021,0.2,0.0947,3.32e-06,0.185,0.184,95.223,1
201,LOST YOU,Snoh Aalegra,spotify:track:26aJMMLBSOQmiC4JenVjjl,0.73,0.398,-9.516,0.0509,0.0784,0.018,0.0875,0.394,100.014,1
202,Never Know,6LACK,spotify:track:4bJX21zvsGJELwVNf902qk,0.377,0.255,-11.165,0.0387,0.975,0.000208,0.102,0.37,125.004,2
203,Menace,Roy Woods,spotify:track:4cgWdfBPK7C3KYNeCtl11j,0.791,0.557,-9.622,0.0698,0.54,0.0,0.103,0.284,119.973,2
204,Seigfried,Frank Ocean,spotify:track:1BViPjTT585XAhkUUrkts0,0.666,0.39,-8.575,0.0838,0.272,9.39e-06,0.111,0.325,113.866,2
205,Jet Fuel,Mac Miller,spotify:track:2JmFRXaJrkAUD2cs6U20KG,0.59,0.331,-9.986,0.0609,0.769,0.00544,0.185,0.292,120.062,2
206,Confidently Lost,Sabrina Claudio,spotify:track:3cQmqM0awej9iAESjhKrI9,0.499,0.429,-10.288,0.0495,0.199,0.000311,0.334,0.277,117.751,2
207,No Police,Doja Cat,spotify:track:2XheCI3rWOUChSH5ntgVw9,0.641,0.487,-7.098,0.03,0.271,0.00223,0.133,0.322,108.933,1
208,Get to You Again,Mac Ayres,spotify:track:2n3ufKl2OG7Ul4G5cq35aq,0.665,0.349,-11.459,0.0443,0.594,0.0105,0.109,0.244,123.031,2
209,Unbothered,Omar Apollo,spotify:track:3PoKFnMD0zAVtQrkJ4e8XH,0.711,0.464,-4.816,0.0488,0.648,0.00373,0.0846,0.507,127.274,2
210,Trouble,Omar Apollo,spotify:track:3pfuy1uQhG7g6Ttbo2Jh0N,0.809,0.312,-11.93,0.0467,0.0962,0.175,0.167,0.426,91.012,2
211,All The Time,Bahamas,spotify:track:0qI1W6chJgvrSAzAkX9JBa,0.617,0.5,-5.747,0.034,0.386,0.00521,0.107,0.516,90.026,2
212,Beautiful,Rhye,spotify:track:2tfymlQYNpIU3jaVkZXKe9,0.697,0.235,-8.651,0.0534,0.62,0.000144,0.107,0.378,99.947,2
213,Ne Me Quitte Pas (Don't Leave Me),Orion Sun,spotify:track:7DYkWTA0ckaqm2MFfAIlQr,0.507,0.301,-9.839,0.0839,0.352,0.000145,0.467,0.284,121.891,2
214,Jungle,Drake,spotify:track:7JXZq0JgG2zTrSOAgY8VMC,0.721,0.296,-9.869,0.0398,0.479,1.39e-05,0.108,0.18,110.063,2
215,Cruel Intentions,JMSN,spotify:track:3Uemhr6tjTk5mb1Ag0K3UX,0.486,0.419,-6.415,0.0563,0.741,6.59e-05,0.096,0.227,119.065,2
216,Patiently,JMSN,spotify:track:3o9yzDhGVqfjUZHvcvA6oF,0.743,0.827,-4.953,0.0726,0.132,3.16e-05,0.0921,0.459,117.964,3
217,Frozen,Sabrina Claudio,spotify:track:21oJ1K99GBJrE2GVQGVjA0,0.218,0.652,-7.953,0.0641,0.033,0.111,0.172,0.0599,65.375,1
218,Only You,Theophilus London,spotify:track:2rDwETmcGw4ZqbuXvLQmDL,0.813,0.601,-7.552,0.116,0.189,0.0002,0.426,0.855,118.981,3
219,Alone Again,The Weeknd,spotify:track:6b5P51m8xx2XA6U7sdNZ5E,0.572,0.209,-10.413,0.0313,0.765,0.0,0.356,0.446,80.069,2
220,Needs,Verzache,spotify:track:0WKmVAD4VWk5EdTyCFILi4,0.63,0.501,-8.714,0.0394,0.672,0.00131,0.237,0.192,111.932,2
221,Self Control,Frank Ocean,spotify:track:5GUYJTQap5F3RDQiCOJhrS,0.661,0.592,-5.215,0.027,0.184,1.88e-05,0.102,0.256,86.069,1
222,Unfold,Alina Baraz,spotify:track:1cSpPl4FhWtft5fUTqRr8f,0.531,0.359,-7.672,0.0619,0.749,0.0,0.112,0.254,121.249,2
223,Sedated,Hozier,spotify:track:2YRJxFhJQQvUsf14rXpvBD,0.911,0.257,-11.601,0.348,0.249,5.68e-05,0.324,0.193,130.045,6
224,Work Song,Hozier,spotify:track:4Vc3bzFxXdrABa2DxgyCMT,0.77,0.354,-12.028,0.0333,0.468,0.893,0.11,0.438,109.879,2
225,over u,keshi,spotify:track:6dMnsLoJPFfXIxcsDqjGiZ,0.697,0.578,-5.213,0.095,0.393,0.379,0.106,0.3,114.995,1
226,Ti-de,Kokoroko,spotify:track:679DH2dDS6VPrVzJKS6obT,0.595,0.18,-12.516,0.0659,0.576,4.56e-05,0.097,0.119,75.067,2
227,Midas,Maribou State,spotify:track:6VNooTY5w9A9wg1YUsEbKB,0.763,0.494,-6.857,0.0487,0.965,0.00173,0.173,0.347,88.011,2
228,Around Me,Brent Faiyaz,spotify:track:7dQeS4ErW1iWvnKdrtKwKr,0.726,0.296,-7.859,0.0393,0.355,0.0,0.112,0.148,123.942,2
229,Midnight Blues,UMI,spotify:track:5HYSOEDwblGTVSh88TZnet,0.555,0.619,-7.918,0.0314,0.0323,0.000224,0.0917,0.141,95.032,1
230,Afraid,Xavier Omär,spotify:track:2zIkPM6r0yEjWt18qG3jP3,0.318,0.25,-9.116,0.0273,0.485,0.000212,0.105,0.157,94.693,2
231,Repeat After Me (Interlude),The Weeknd,spotify:track:40U8d12pC5UHqmHwXjHjjl,0.724,0.297,-11.687,0.0508,0.612,0.797,0.191,0.388,125.003,2
232,American Girl,Ta-ku,spotify:track:1gE1U6eNf4UOlLJ7guJkV9,0.55,0.536,-10.045,0.0423,0.00612,0.884,0.372,0.539,85.458,5
233,Baldwin Park,Sonder,spotify:track:2fadrikKAPlypHJWhvv8CM,0.549,0.583,-4.541,0.0252,0.000533,0.346,0.257,0.727,135.493,3
234,Cómo Me Quieres,Khruangbin,spotify:track:3GO6bT0b1sdInk1KPCK64d,0.439,0.196,-14.863,0.0603,0.329,0.908,0.11,0.5,65.879,7
235,Ma Be Ham Nemiresim,Various Artists,spotify:track:0ubqfqxOx4X1ddDVLTpaaX,0.838,0.634,-7.018,0.258,0.101,0.13,0.143,0.526,163.0,6
236,Friday Morning - Recorded at Spotify Studios NYC,Khruangbin,spotify:track:2f5OAOdaYeFj5mwyganOjD,0.912,0.448,-5.501,0.0446,0.491,0.000292,0.0781,0.744,108.964,3
237,Wat U Sed (feat. Iamdoechii & Kal Banx),Isaiah Rashad,spotify:track:2pxTrFJzMSqo6OmHFeiwJ6,0.524,0.674,-7.038,0.0895,0.00654,9.3e-05,0.221,0.128,102.901,1
238,Kickback,Omar Apollo,spotify:track:5MZQIjtghyFc4sMVUzD7MD,0.827,0.553,-5.296,0.032,0.0227,1.52e-05,0.176,0.0631,110.015,1
239,Les,Childish Gambino,spotify:track:0mCVNGC4Vvb6gDDQrDpaRh,0.68,0.241,-11.448,0.247,0.549,2.54e-05,0.222,0.211,127.908,2
240,Almeda,Solange,spotify:track:6IAgarq2wDeYzpsY2Kx0Hw,0.881,0.478,-10.386,0.0304,0.476,0.00574,0.0737,0.803,97.807,2
241,Yours,SG Lewis,spotify:track:1RKytJX5Lpe8yJm1Jx7XU5,0.592,0.894,-6.078,0.0627,0.273,0.0178,0.694,0.387,101.245,4
242,Vultures,John Mayer,spotify:track:1IdTIzkTK6CcpKKgMUGbg7,0.447,0.625,-8.212,0.323,0.0351,0.000727,0.243,0.261,67.104,6
243,"Belief - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,spotify:track:2vFYhHS8ycUITvZYownH5K,0.51,0.0671,-12.163,0.0689,0.744,0.0,0.166,0.197,106.017,2
244,"Palace/Curse (feat. Tyler, The Creator & Steve Lacy)",The Internet,spotify:track:300DUx4tdtCdGEUXR032jA,0.681,0.333,-8.582,0.0974,0.588,0.0,0.086,0.564,118.05,2
245,White (feat. Frank Ocean),Odd Future,spotify:track:2gEmgpnxseKEVRTwkSGopN,0.647,0.68,-6.93,0.05,0.523,0.0201,0.0917,0.842,146.54,3
246,Lens,Frank Ocean,spotify:track:371H6HjS4SXGbQ9IVfFUIL,0.448,0.328,-11.132,0.0351,0.803,9.34e-05,0.347,0.209,113.941,2
247,Cruisin' to the Parque feat. Y La Bamba,Durand Jones & The Indications,spotify:track:5ogtCRgBDDaPjInCBcFHTg,0.761,0.359,-12.326,0.0703,0.957,0.000143,0.147,0.505,103.069,2
248,Death & Taxes,Daniel Caesar,spotify:track:7HnkUNPrhRurdGEm9nRYFH,0.537,0.411,-14.059,0.502,0.487,9.21e-06,0.3,0.207,94.292,6
249,Risk,FKJ,spotify:track:2QDFsehUg5Fui2LOVpCw3Q,0.516,0.546,-9.105,0.249,0.814,4.5e-06,0.0995,0.515,78.267,2
250,The Need to Know (feat. SZA),Wale,spotify:track:6KacmqPPQ3LNoiGFuqGChs,0.611,0.446,-9.297,0.0355,0.192,0.0363,0.281,0.465,84.938,1
251,Small Worlds,Mac Miller,spotify:track:4gT3mNJA8lnlkYFqGZ8IA2,0.728,0.684,-6.619,0.274,0.0365,0.012,0.628,0.516,83.383,4
252,I Can Only Whisper (feat. BADBADNOTGOOD),Charlotte Day Wilson,spotify:track:5qXwFOkT3lrEonTzsYCeZ1,0.525,0.725,-5.318,0.629,0.529,0.0,0.598,0.693,175.63,6
253,All Herb (feat. Amindi),Isaiah Rashad,spotify:track:4IFiguNcYCsT9pQ00mtXqp,0.78,0.289,-9.811,0.0513,0.65,0.00182,0.089,0.108,136.35,2
254,"1993 (with J. Cole, JID, Cozz & EARTHGANG feat. Smino & Buddy)",Dreamville,spotify:track:1KbCc89SxYma4BnBChkJBs,0.684,0.232,-13.249,0.0297,0.86,0.404,0.135,0.387,73.518,2
255,Crazy - Live from the Basement,Gnarls Barkley,spotify:track:6mS23RjnqRWF9Jcr38dr7P,0.565,0.832,-5.751,0.108,0.0639,0.0291,0.386,0.847,143.302,3
256,Over the Moon,The Marías,spotify:track:02wNtFxlr9dLmZXKT5TIF5,0.635,0.631,-10.007,0.0343,0.0378,0.138,0.0997,0.619,111.563,3
257,Freaking Out the Neighborhood,Mac DeMarco,spotify:track:25SJaCCPiosugnlY53VhRG,0.585,0.0803,-19.039,0.0415,0.954,0.000218,0.108,0.444,131.086,2
258,Texas Sun,Khruangbin,spotify:track:6Flu33CZc4xS2gkA6cRcNh,0.769,0.384,-7.414,0.0353,0.239,0.000227,0.0762,0.23,106.002,2
259,Sei Que Tu Virás,Ghen,spotify:track:1d4TJUxod53gRJIEgbRAt8,0.884,0.333,-9.753,0.0617,0.293,0.0205,0.103,0.587,118.065,2
260,fue mejor (feat. SZA),Kali Uchis,spotify:track:1CrPPsibP3uTc3DSI5vQC5,0.649,0.493,-7.645,0.11,0.586,0.000167,0.0667,0.277,104.542,2
261,I Don't Know You,The Marías,spotify:track:4cJOLN346rtOty3UPACsao,0.75,0.585,-7.576,0.0285,0.049,0.00552,0.155,0.584,102.331,3
262,Who Hurt You?,Daniel Caesar,spotify:track:23c9gmiiv7RCu7twft0Mym,0.559,0.871,-5.338,0.0392,7.53e-06,0.00524,0.096,0.573,104.976,1
263,4EVER,Clairo,spotify:track:5mIOsPuQdXchVY0jB5NO9Q,0.554,0.498,-8.866,0.0685,0.23,5.98e-06,0.795,0.413,79.635,4
264,Lovers Rock,TV Girl,spotify:track:1H7zdcRD0gLGQY0w5ejGgX,0.236,0.582,-7.592,0.0348,0.0584,0.00277,0.34,0.265,67.131,1
265,EARFQUAKE,"Tyler, The Creator",spotify:track:5hVghJ4KaYES3BFUATCYn0,0.759,0.505,-7.359,0.0518,0.22,1.15e-05,0.293,0.802,78.996,3
266,Eternal Sunshine,Lou Val,spotify:track:5FChOu6NfR5w7YLgDmXXnC,0.709,0.441,-9.66,0.0395,0.196,0.114,0.209,0.758,148.978,3
267,Medallion,Jenevieve,spotify:track:7G1z481K0xAULT3eVaaNQD,0.437,0.184,-17.667,0.0313,0.72,0.00253,0.113,0.247,80.088,7
268,delicate,Jonah Yano,spotify:track:3u5YVrRR2usgmdNz2eBwFV,0.711,0.473,-11.971,0.116,0.656,0.0666,0.119,0.32,90.001,2
269,WFM,RealestK,spotify:track:18ddJHQ7CUzNBiy55L0Xjj,0.567,0.388,-9.579,0.0384,0.782,0.000309,0.248,0.452,116.362,2
270,12:34 AM,Billy Lemos,spotify:track:16iNVfWKKZPDjctIcd0KMn,0.677,0.479,-11.532,0.0344,0.804,0.767,0.105,0.4,98.026,2
271,Ivy,Frank Ocean,spotify:track:2ZWlPOoWh0626oTaHrnl2a,0.367,0.142,-12.717,0.0319,0.913,0.00367,0.107,0.1,69.827,2
272,Sorry Bro,SALES,spotify:track:4ANZKZkg74qHyVgd0gwO32,0.689,0.374,-10.038,0.0851,0.115,0.000132,0.111,0.321,151.98,2
273,DO 4 LOVE,Snoh Aalegra,spotify:track:3FImu2LpSuH6gDHBuFgIbS,0.688,0.779,-10.129,0.058,0.0386,0.119,0.349,0.939,94.075,3
274,Missed You - Bonus Track,The Weeknd,spotify:track:38uNCW1do0LKfMIt4MDkPo,0.843,0.435,-8.442,0.178,0.47,0.0,0.147,0.19,120.058,2
275,C-Side,Khruangbin,spotify:track:6GvAM8oyVApQHGMgpBt8yl,0.659,0.594,-8.494,0.0261,0.162,0.846,0.632,0.851,100.033,5
276,Weekend (feat. Miguel),Mac Miller,spotify:track:6GnhWMhgJb7uyiiPEiEkDA,0.817,0.775,-4.767,0.108,0.277,0.0,0.108,0.806,126.984,3
277,You Are the Right One,Sports,spotify:track:2qpacEyFxmbxCpIEqZkqvC,0.729,0.628,-5.127,0.0323,0.0896,0.0303,0.0956,0.826,110.011,3
278,The Thrill,Wiz Khalifa,spotify:track:4wqzOaLxiCRy2Et8tRyNSX,0.73,0.735,-10.572,0.0548,0.0768,0.164,0.338,0.693,104.77,3
279,Around The Sun,Poolside,spotify:track:3OeHPk27py8JaMUqIebznh,0.823,0.475,-8.556,0.0543,0.0175,0.421,0.0605,0.779,90.032,3
280,B-Side,Khruangbin,spotify:track:0Hm61sSVBycsO5Se5mbKdu,0.495,0.533,-5.802,0.0295,0.43,0.000672,0.106,0.424,79.71,1
281,Money,LEISURE,spotify:track:1mqxC4tqJgSNdIy1sj5kFR,0.862,0.314,-8.269,0.0369,0.108,0.156,0.0878,0.502,114.472,3
282,In Your Eyes,BADBADNOTGOOD,spotify:track:46aSz462xUFxA5X4O6WlB0,0.803,0.59,-11.187,0.0798,0.201,0.00216,0.0605,0.743,118.022,3
283,Wildfires,SAULT,spotify:track:4Tzw9IdZbVyzmpWrvsGaNX,0.817,0.551,-9.33,0.133,0.865,0.000151,0.101,0.142,109.966,2
284,Witchoo,Durand Jones & The Indications,spotify:track:6W9rbkBueZQrwuzO24GHZ2,0.432,0.822,-3.278,0.0389,0.000261,1.73e-05,0.696,0.211,100.062,4
285,Flaming Hot Cheetos,Clairo,spotify:track:1F6IbA7di42uPc3cff8PXV,0.826,0.579,-8.241,0.0801,0.00881,0.0,0.129,0.431,121.075,3
286,Sweep Me Off My Feet,Pond,spotify:track:7rxdEeEAZ3c5KQ7s1bC3cc,0.591,0.361,-11.879,0.0539,0.735,0.00227,0.654,0.175,132.08,2
287,I THINK,"Tyler, The Creator",spotify:track:4f8Mh5wuWHOsfXtzjrJB3t,0.791,0.451,-9.208,0.09,0.323,0.0,0.18,0.327,122.044,2
288,Plastic 100°C,Sampha,spotify:track:7MOgLN4PHcXhhTZLchodnC,0.779,0.362,-10.847,0.0474,0.135,0.206,0.111,0.46,85.011,2
289,TASTE,Snoh Aalegra,spotify:track:08Vic0KfYKbJmuiG08wKMq,0.612,0.271,-7.209,0.0267,0.815,1.45e-05,0.182,0.253,115.156,2
290,Woods,Mac Miller,spotify:track:3Qa944OTMZkg8DHjET8JQv,0.544,0.552,-7.45,0.0991,0.67,4.57e-05,0.415,0.554,159.738,2
291,Over and Over,The Altons,spotify:track:7b5gPymzpcoFv2KdpgVsqA,0.737,0.73,-5.149,0.144,0.168,5.11e-06,0.0912,0.575,140.398,3
292,Pink + White,Frank Ocean,spotify:track:3xKsf9qdS1CyvXSMEid6g8,0.564,0.975,-4.113,0.0493,0.217,2.06e-06,0.334,0.964,150.459,3
293,It's Still Rock and Roll to Me,Billy Joel,spotify:track:5yKtR2R8FsoZ64HKSpwaQr,0.526,0.783,-5.925,0.0587,0.0225,0.000253,0.102,0.795,148.584,3
294,You May Be Right,Billy Joel,spotify:track:4XJyrGQgwFr4nV1UkSp9t9,0.637,0.395,-7.355,0.0255,0.187,0.0,0.08,0.602,84.079,1
295,Pressure,Billy Joel,spotify:track:0kpHmgEwUCOswrvDMNRf6z,0.689,0.913,-3.94,0.0839,0.00808,0.0,0.273,0.783,90.992,3
296,The Longest Time,Billy Joel,spotify:track:5v23eOAHQNRi67BWtzHajx,0.706,0.973,-4.536,0.054,0.0972,0.0,0.356,0.901,144.826,3
297,Tell Her About It,Billy Joel,spotify:track:6f7SSOO8Pi9ry84tDhIK9e,0.58,0.87,-6.144,0.164,0.158,0.0,0.0784,0.751,75.653,3
298,We Didn't Start the Fire,Billy Joel,spotify:track:2yMwBJ0GWalAbbzNKMy7dV,0.668,0.89,-5.005,0.0329,0.45,1.94e-05,0.0545,0.893,133.876,3
299,Only the Good Die Young,Billy Joel,spotify:track:1y4TlziGEwscA3bWEgIlYA,0.496,0.401,-8.249,0.0343,0.481,2.47e-05,0.156,0.19,121.222,2
300,Movin' Out (Anthony's Song),Billy Joel,spotify:track:45rEbIrmTMmPfmvmDEqdEo,0.33,0.551,-6.506,0.0275,0.606,3.23e-06,0.187,0.414,177.654,2
301,New York State of Mind,Billy Joel,spotify:track:0h1gwfp6oDPHepDEebpHH1,0.501,0.968,-2.694,0.0743,0.00264,1.33e-05,0.218,0.569,106.095,1
302,Piano Man,Billy Joel,spotify:track:1TpxoHaDRVAUQbJsKKZGAv,0.577,0.896,-2.963,0.138,0.000331,0.000765,0.345,0.731,100.04,3
303,Someday,The Creepshow,spotify:track:75pmX7HNp1rSUus1RL6g05,0.554,0.521,-4.499,0.0288,0.173,0.0,0.157,0.342,109.893,1
304,They All Fall Down,The Creepshow,spotify:track:0fP6vum25ABhwPZIWS5ufM,0.394,0.989,-2.182,0.162,0.000147,0.00664,0.311,0.577,159.006,0
305,Sleep Tight,The Creepshow,spotify:track:7M4nvUoK6pk1Wp1hpSkLnO,0.512,0.952,-2.67,0.0678,0.000818,0.0028,0.392,0.563,115.045,4
306,Keep Dreaming,The Creepshow,spotify:track:1LDrgJe4NfurN0c2tQ2exa,0.35,0.977,-3.08,0.112,0.00022,0.0589,0.083,0.461,142.045,0
307,Going Down,The Creepshow,spotify:track:73kFppWeWL4fkALhPxxR9L,0.427,0.926,-4.086,0.0443,0.000457,6.62e-05,0.0817,0.786,77.641,1
308,Ode to the Devil,Mad Marge and the Stonecutters,spotify:track:24WwDOX94bkqAe2F7wJVbv,0.395,0.976,-4.553,0.137,0.00735,0.000222,0.379,0.334,184.011,0
309,Katie's Ghost,Mad Marge and the Stonecutters,spotify:track:1acIK808Co5xWFMrq9lyI3,0.461,0.958,-3.852,0.124,0.000203,9.33e-06,0.459,0.264,159.974,0
310,Keys to the Kingdom,Linkin Park,spotify:track:2cZXlLwkRmDww37tbEygXl,0.566,0.969,-3.369,0.046,0.0287,0.000442,0.281,0.641,100.012,3
311,All for Nothing (feat. Page Hamilton),Linkin Park,spotify:track:5Rcs3fREgibWujLUlUb8KA,0.44,0.993,-3.481,0.184,0.0104,0.0,0.964,0.614,169.77,4
312,Guilty All the Same (feat. Rakim),Linkin Park,spotify:track:6L5QMBrydoaapTDMQ0Anui,0.47,0.878,-3.391,0.0429,0.0172,0.054,0.235,0.322,114.986,1
313,Wastelands,Linkin Park,spotify:track:3S8MFB68isPbRVgaU0MaIW,0.508,0.971,-3.027,0.0788,0.00145,0.0,0.62,0.325,130.023,4
314,Until It's Gone,Linkin Park,spotify:track:2n1jBz26dVBtSbMvJNjGsu,0.546,0.98,-3.02,0.0619,0.0154,0.0,0.31,0.478,120.037,0
315,Rebellion (feat. Daron Malakian),Linkin Park,spotify:track:3zZ009FB8sc8JghwVrbLFq,0.316,0.835,-6.67,0.321,0.0489,0.000774,0.287,0.415,170.061,6
